Temperature - (Celsius), Year, Statistics, Country, ISO3
-0.9144, 2003, Dec Average, Belarus, BLR
-6.3972, 2004, Jan Average, Belarus, BLR
-3.7812, 2004, Feb Average, Belarus, BLR
1.69717, 2004, Mar Average, Belarus, BLR
7.67435, 2004, Apr Average, Belarus, BLR
11.6161, 2004, May Average, Belarus, BLR
15.4036, 2004, Jun Average, Belarus, BLR
18.0975, 2004, Jul Average, Belarus, BLR
18.7024, 2004, Aug Average, Belarus, BLR
12.9518, 2004, Sep Average, Belarus, BLR
8.1665, 2004, Oct Average, Belarus, BLR
1.01814, 2004, Nov Average, Belarus, BLR
-0.2977, 2004, Dec Average, Belarus, BLR
-2.5351, 2005, Jan Average, Belarus, BLR
-6.2449, 2005, Feb Average, Belarus, BLR
-3.2798, 2005, Mar Average, Belarus, BLR
8.41236, 2005, Apr Average, Belarus, BLR
13.5506, 2005, May Average, Belarus, BLR
15.7178, 2005, Jun Average, Belarus, BLR
19.5651, 2005, Jul Average, Belarus, BLR
17.6797, 2005, Aug Average, Belarus, BLR
14.548, 2005, Sep Average, Belarus, BLR
7.83491, 2005, Oct Average, Belarus, BLR
1.70518, 2005, Nov Average, Belarus, BLR
-2.6307, 2005, Dec Average, Belarus, BLR
-8.6305, 2006, Jan Average, Belarus, BLR
-7.9202, 2006, Feb Average, Belarus, BLR
-2.6463, 2006, Mar Average, Belarus, BLR
7.72015, 2006, Apr Average, Belarus, BLR
13.0074, 2006, May Average, Belarus, BLR
17.1206, 2006, Jun Average, Belarus, BLR
20.4041, 2006, Jul Average, Belarus, BLR
18.1728, 2006, Aug Average, Belarus, BLR
14.4818, 2006, Sep Average, Belarus, BLR
8.94438, 2006, Oct Average, Belarus, BLR
3.14393, 2006, Nov Average, Belarus, BLR
2.36037, 2006, Dec Average, Belarus, BLR
0.33739, 2007, Jan Average, Belarus, BLR
-6.9069, 2007, Feb Average, Belarus, BLR
5.33147, 2007, Mar Average, Belarus, BLR
7.32003, 2007, Apr Average, Belarus, BLR
15.2225, 2007, May Average, Belarus, BLR
18.4743, 2007, Jun Average, Belarus, BLR
18.265, 2007, Jul Average, Belarus, BLR
19.5086, 2007, Aug Average, Belarus, BLR
13.1237, 2007, Sep Average, Belarus, BLR
7.62398, 2007, Oct Average, Belarus, BLR
0.02018, 2007, Nov Average, Belarus, BLR
-1.145, 2007, Dec Average, Belarus, BLR
-2.8695, 2008, Jan Average, Belarus, BLR
0.34022, 2008, Feb Average, Belarus, BLR
2.48298, 2008, Mar Average, Belarus, BLR
9.57822, 2008, Apr Average, Belarus, BLR
12.4563, 2008, May Average, Belarus, BLR
16.6793, 2008, Jun Average, Belarus, BLR
18.6258, 2008, Jul Average, Belarus, BLR
18.631, 2008, Aug Average, Belarus, BLR
12.3387, 2008, Sep Average, Belarus, BLR
9.1748, 2008, Oct Average, Belarus, BLR
2.57973, 2008, Nov Average, Belarus, BLR
-1.0491, 2008, Dec Average, Belarus, BLR
-4.452, 2009, Jan Average, Belarus, BLR
-3.5176, 2009, Feb Average, Belarus, BLR
0.67573, 2009, Mar Average, Belarus, BLR
9.18746, 2009, Apr Average, Belarus, BLR
13.153, 2009, May Average, Belarus, BLR
16.469, 2009, Jun Average, Belarus, BLR
19.0514, 2009, Jul Average, Belarus, BLR
16.9933, 2009, Aug Average, Belarus, BLR
14.595, 2009, Sep Average, Belarus, BLR
6.27888, 2009, Oct Average, Belarus, BLR
3.80134, 2009, Nov Average, Belarus, BLR
-3.8728, 2009, Dec Average, Belarus, BLR
-11.23, 2010, Jan Average, Belarus, BLR
-4.7293, 2010, Feb Average, Belarus, BLR
0.40896, 2010, Mar Average, Belarus, BLR
8.79575, 2010, Apr Average, Belarus, BLR
15.1381, 2010, May Average, Belarus, BLR
18.4136, 2010, Jun Average, Belarus, BLR
21.9949, 2010, Jul Average, Belarus, BLR
20.5233, 2010, Aug Average, Belarus, BLR
12.4663, 2010, Sep Average, Belarus, BLR
4.90499, 2010, Oct Average, Belarus, BLR
4.61317, 2010, Nov Average, Belarus, BLR
-6.8804, 2010, Dec Average, Belarus, BLR
-3.9752, 2011, Jan Average, Belarus, BLR
-7.8384, 2011, Feb Average, Belarus, BLR
-0.2032, 2011, Mar Average, Belarus, BLR
9.06044, 2011, Apr Average, Belarus, BLR
13.9869, 2011, May Average, Belarus, BLR
18.8571, 2011, Jun Average, Belarus, BLR
20.2861, 2011, Jul Average, Belarus, BLR
18.0611, 2011, Aug Average, Belarus, BLR
14.0294, 2011, Sep Average, Belarus, BLR
6.89497, 2011, Oct Average, Belarus, BLR
2.37339, 2011, Nov Average, Belarus, BLR
1.05506, 2011, Dec Average, Belarus, BLR
-4.7565, 2012, Jan Average, Belarus, BLR
-10.457, 2012, Feb Average, Belarus, BLR
1.40515, 2012, Mar Average, Belarus, BLR
8.8809, 2012, Apr Average, Belarus, BLR
15.1262, 2012, May Average, Belarus, BLR
16.4589, 2012, Jun Average, Belarus, BLR
20.7315, 2012, Jul Average, Belarus, BLR
17.9356, 2012, Aug Average, Belarus, BLR
14.0384, 2012, Sep Average, Belarus, BLR
7.53375, 2012, Oct Average, Belarus, BLR
3.95661, 2012, Nov Average, Belarus, BLR
-5.823, 2012, Dec Average, Belarus, BLR
-6.888, 2013, Jan Average, Belarus, BLR
-1.9636, 2013, Feb Average, Belarus, BLR
-3.9186, 2013, Mar Average, Belarus, BLR
7.45443, 2013, Apr Average, Belarus, BLR
16.8306, 2013, May Average, Belarus, BLR
19.2408, 2013, Jun Average, Belarus, BLR
18.878, 2013, Jul Average, Belarus, BLR
18.3867, 2013, Aug Average, Belarus, BLR
12.0897, 2013, Sep Average, Belarus, BLR
8.53544, 2013, Oct Average, Belarus, BLR
4.88359, 2013, Nov Average, Belarus, BLR
-0.0619, 2013, Dec Average, Belarus, BLR
-6.7306, 2014, Jan Average, Belarus, BLR
-0.9223, 2014, Feb Average, Belarus, BLR
5.21861, 2014, Mar Average, Belarus, BLR
9.25614, 2014, Apr Average, Belarus, BLR
14.7805, 2014, May Average, Belarus, BLR
15.8324, 2014, Jun Average, Belarus, BLR
20.7299, 2014, Jul Average, Belarus, BLR
18.8239, 2014, Aug Average, Belarus, BLR
13.5275, 2014, Sep Average, Belarus, BLR
6.81478, 2014, Oct Average, Belarus, BLR
1.54069, 2014, Nov Average, Belarus, BLR
-2.4484, 2014, Dec Average, Belarus, BLR
-1.5417, 2015, Jan Average, Belarus, BLR
-1.2068, 2015, Feb Average, Belarus, BLR
4.06986, 2015, Mar Average, Belarus, BLR
7.78484, 2015, Apr Average, Belarus, BLR
13.1599, 2015, May Average, Belarus, BLR
17.4563, 2015, Jun Average, Belarus, BLR
18.8222, 2015, Jul Average, Belarus, BLR
20.1222, 2015, Aug Average, Belarus, BLR
15.1039, 2015, Sep Average, Belarus, BLR
5.82763, 2015, Oct Average, Belarus, BLR
3.79636, 2015, Nov Average, Belarus, BLR
1.50142, 2015, Dec Average, Belarus, BLR
-7.3382, 2016, Jan Average, Belarus, BLR
0.91179, 2016, Feb Average, Belarus, BLR
2.19525, 2016, Mar Average, Belarus, BLR
9.15009, 2016, Apr Average, Belarus, BLR
15.1409, 2016, May Average, Belarus, BLR
18.541, 2016, Jun Average, Belarus, BLR
19.704, 2016, Jul Average, Belarus, BLR
18.5092, 2016, Aug Average, Belarus, BLR
14.1206, 2016, Sep Average, Belarus, BLR
5.50153, 2016, Oct Average, Belarus, BLR
0.38323, 2016, Nov Average, Belarus, BLR
-1.5843, 2016, Dec Average, Belarus, BLR
