Rainfall - (MM), Year, Statistics, Country, ISO3
26.2217, 1999, Jan Average, Belarus, BLR
52.7658, 1999, Feb Average, Belarus, BLR
43.9193, 1999, Mar Average, Belarus, BLR
32.2279, 1999, Apr Average, Belarus, BLR
40.3579, 1999, May Average, Belarus, BLR
75.5909, 1999, Jun Average, Belarus, BLR
60.0958, 1999, Jul Average, Belarus, BLR
69.9627, 1999, Aug Average, Belarus, BLR
37.2406, 1999, Sep Average, Belarus, BLR
50.3724, 1999, Oct Average, Belarus, BLR
36.7009, 1999, Nov Average, Belarus, BLR
50.4055, 1999, Dec Average, Belarus, BLR
32.5021, 2000, Jan Average, Belarus, BLR
39.8462, 2000, Feb Average, Belarus, BLR
38.3002, 2000, Mar Average, Belarus, BLR
51.4077, 2000, Apr Average, Belarus, BLR
30.2576, 2000, May Average, Belarus, BLR
63.5717, 2000, Jun Average, Belarus, BLR
143.797, 2000, Jul Average, Belarus, BLR
59.3355, 2000, Aug Average, Belarus, BLR
45.8112, 2000, Sep Average, Belarus, BLR
6.54578, 2000, Oct Average, Belarus, BLR
50.9662, 2000, Nov Average, Belarus, BLR
57.1656, 2000, Dec Average, Belarus, BLR
40.0128, 2001, Jan Average, Belarus, BLR
36.3532, 2001, Feb Average, Belarus, BLR
38.5515, 2001, Mar Average, Belarus, BLR
51.8248, 2001, Apr Average, Belarus, BLR
39.4214, 2001, May Average, Belarus, BLR
80.6664, 2001, Jun Average, Belarus, BLR
109.94, 2001, Jul Average, Belarus, BLR
63.5555, 2001, Aug Average, Belarus, BLR
61.4544, 2001, Sep Average, Belarus, BLR
49.7227, 2001, Oct Average, Belarus, BLR
51.8761, 2001, Nov Average, Belarus, BLR
32.7905, 2001, Dec Average, Belarus, BLR
41.4483, 2002, Jan Average, Belarus, BLR
53.4625, 2002, Feb Average, Belarus, BLR
24.0694, 2002, Mar Average, Belarus, BLR
25.252, 2002, Apr Average, Belarus, BLR
43.1253, 2002, May Average, Belarus, BLR
67.6731, 2002, Jun Average, Belarus, BLR
51.0418, 2002, Jul Average, Belarus, BLR
28.6247, 2002, Aug Average, Belarus, BLR
35.5106, 2002, Sep Average, Belarus, BLR
113.288, 2002, Oct Average, Belarus, BLR
30.1665, 2002, Nov Average, Belarus, BLR
19.8186, 2002, Dec Average, Belarus, BLR
30.3928, 2003, Jan Average, Belarus, BLR
24.5676, 2003, Feb Average, Belarus, BLR
19.0987, 2003, Mar Average, Belarus, BLR
39.2807, 2003, Apr Average, Belarus, BLR
66.3945, 2003, May Average, Belarus, BLR
46.4364, 2003, Jun Average, Belarus, BLR
103.04, 2003, Jul Average, Belarus, BLR
81.6245, 2003, Aug Average, Belarus, BLR
27.4167, 2003, Sep Average, Belarus, BLR
83.187, 2003, Oct Average, Belarus, BLR
30.6822, 2003, Nov Average, Belarus, BLR
38.8616, 2003, Dec Average, Belarus, BLR
66.8236, 2004, Jan Average, Belarus, BLR
65.611, 2004, Feb Average, Belarus, BLR
39.6727, 2004, Mar Average, Belarus, BLR
37.4621, 2004, Apr Average, Belarus, BLR
42.0397, 2004, May Average, Belarus, BLR
72.4587, 2004, Jun Average, Belarus, BLR
81.6825, 2004, Jul Average, Belarus, BLR
83.9258, 2004, Aug Average, Belarus, BLR
37.7169, 2004, Sep Average, Belarus, BLR
56.1264, 2004, Oct Average, Belarus, BLR
48.9179, 2004, Nov Average, Belarus, BLR
43.0464, 2004, Dec Average, Belarus, BLR
41.8372, 2005, Jan Average, Belarus, BLR
33.5326, 2005, Feb Average, Belarus, BLR
51.1184, 2005, Mar Average, Belarus, BLR
31.3766, 2005, Apr Average, Belarus, BLR
103.736, 2005, May Average, Belarus, BLR
70.7959, 2005, Jun Average, Belarus, BLR
59.4771, 2005, Jul Average, Belarus, BLR
92.4348, 2005, Aug Average, Belarus, BLR
17.5218, 2005, Sep Average, Belarus, BLR
29.7579, 2005, Oct Average, Belarus, BLR
40.8816, 2005, Nov Average, Belarus, BLR
53.7603, 2005, Dec Average, Belarus, BLR
9.34516, 2006, Jan Average, Belarus, BLR
29.6372, 2006, Feb Average, Belarus, BLR
45.0658, 2006, Mar Average, Belarus, BLR
35.3561, 2006, Apr Average, Belarus, BLR
70.0029, 2006, May Average, Belarus, BLR
55.3304, 2006, Jun Average, Belarus, BLR
54.389, 2006, Jul Average, Belarus, BLR
143.974, 2006, Aug Average, Belarus, BLR
46.196, 2006, Sep Average, Belarus, BLR
43.2182, 2006, Oct Average, Belarus, BLR
32.0821, 2006, Nov Average, Belarus, BLR
21.0991, 2006, Dec Average, Belarus, BLR
73.1915, 2007, Jan Average, Belarus, BLR
41.856, 2007, Feb Average, Belarus, BLR
24.9527, 2007, Mar Average, Belarus, BLR
22.1264, 2007, Apr Average, Belarus, BLR
64.0237, 2007, May Average, Belarus, BLR
64.3958, 2007, Jun Average, Belarus, BLR
134.558, 2007, Jul Average, Belarus, BLR
37.639, 2007, Aug Average, Belarus, BLR
32.2771, 2007, Sep Average, Belarus, BLR
52.1269, 2007, Oct Average, Belarus, BLR
56.6719, 2007, Nov Average, Belarus, BLR
20.8068, 2007, Dec Average, Belarus, BLR
41.9703, 2008, Jan Average, Belarus, BLR
32.3523, 2008, Feb Average, Belarus, BLR
65.5722, 2008, Mar Average, Belarus, BLR
67.7989, 2008, Apr Average, Belarus, BLR
82.9028, 2008, May Average, Belarus, BLR
40.786, 2008, Jun Average, Belarus, BLR
90.4147, 2008, Jul Average, Belarus, BLR
68.8006, 2008, Aug Average, Belarus, BLR
55.873, 2008, Sep Average, Belarus, BLR
50.1644, 2008, Oct Average, Belarus, BLR
37.0469, 2008, Nov Average, Belarus, BLR
33.7656, 2008, Dec Average, Belarus, BLR
44.9074, 2009, Jan Average, Belarus, BLR
41.4247, 2009, Feb Average, Belarus, BLR
44.6832, 2009, Mar Average, Belarus, BLR
9.37081, 2009, Apr Average, Belarus, BLR
72.7326, 2009, May Average, Belarus, BLR
138.995, 2009, Jun Average, Belarus, BLR
127.355, 2009, Jul Average, Belarus, BLR
50.1172, 2009, Aug Average, Belarus, BLR
42.8914, 2009, Sep Average, Belarus, BLR
102.646, 2009, Oct Average, Belarus, BLR
60.7301, 2009, Nov Average, Belarus, BLR
69.8836, 2009, Dec Average, Belarus, BLR
27.7707, 2010, Jan Average, Belarus, BLR
52.3626, 2010, Feb Average, Belarus, BLR
26.1697, 2010, Mar Average, Belarus, BLR
30.0131, 2010, Apr Average, Belarus, BLR
93.0525, 2010, May Average, Belarus, BLR
86.0175, 2010, Jun Average, Belarus, BLR
76.0386, 2010, Jul Average, Belarus, BLR
82.8878, 2010, Aug Average, Belarus, BLR
73.4911, 2010, Sep Average, Belarus, BLR
27.8079, 2010, Oct Average, Belarus, BLR
77.8681, 2010, Nov Average, Belarus, BLR
63.2536, 2010, Dec Average, Belarus, BLR
44.4845, 2011, Jan Average, Belarus, BLR
32.3652, 2011, Feb Average, Belarus, BLR
10.2716, 2011, Mar Average, Belarus, BLR
27.118, 2011, Apr Average, Belarus, BLR
57.5439, 2011, May Average, Belarus, BLR
73.1136, 2011, Jun Average, Belarus, BLR
124.773, 2011, Jul Average, Belarus, BLR
68.0442, 2011, Aug Average, Belarus, BLR
32.9562, 2011, Sep Average, Belarus, BLR
28.573, 2011, Oct Average, Belarus, BLR
12.5931, 2011, Nov Average, Belarus, BLR
47.6341, 2011, Dec Average, Belarus, BLR
59.052, 2012, Jan Average, Belarus, BLR
41.8036, 2012, Feb Average, Belarus, BLR
39.5181, 2012, Mar Average, Belarus, BLR
70.527, 2012, Apr Average, Belarus, BLR
43.5026, 2012, May Average, Belarus, BLR
121.175, 2012, Jun Average, Belarus, BLR
58.6074, 2012, Jul Average, Belarus, BLR
90.1065, 2012, Aug Average, Belarus, BLR
43.7417, 2012, Sep Average, Belarus, BLR
74.3432, 2012, Oct Average, Belarus, BLR
54.4036, 2012, Nov Average, Belarus, BLR
58.2266, 2012, Dec Average, Belarus, BLR
44.1575, 2013, Jan Average, Belarus, BLR
43.0524, 2013, Feb Average, Belarus, BLR
52.2704, 2013, Mar Average, Belarus, BLR
38.6204, 2013, Apr Average, Belarus, BLR
77.7198, 2013, May Average, Belarus, BLR
72.7916, 2013, Jun Average, Belarus, BLR
73.0234, 2013, Jul Average, Belarus, BLR
46.4038, 2013, Aug Average, Belarus, BLR
81.2806, 2013, Sep Average, Belarus, BLR
27.3211, 2013, Oct Average, Belarus, BLR
77.8684, 2013, Nov Average, Belarus, BLR
30.1006, 2013, Dec Average, Belarus, BLR
48.4154, 2014, Jan Average, Belarus, BLR
26.2173, 2014, Feb Average, Belarus, BLR
23.8865, 2014, Mar Average, Belarus, BLR
25.724, 2014, Apr Average, Belarus, BLR
90.9982, 2014, May Average, Belarus, BLR
72.5404, 2014, Jun Average, Belarus, BLR
62.5946, 2014, Jul Average, Belarus, BLR
94.0307, 2014, Aug Average, Belarus, BLR
30.7554, 2014, Sep Average, Belarus, BLR
23.0673, 2014, Oct Average, Belarus, BLR
15.8478, 2014, Nov Average, Belarus, BLR
49.5396, 2014, Dec Average, Belarus, BLR
55.5695, 2015, Jan Average, Belarus, BLR
18.6821, 2015, Feb Average, Belarus, BLR
30.9019, 2015, Mar Average, Belarus, BLR
39.3562, 2015, Apr Average, Belarus, BLR
64.3228, 2015, May Average, Belarus, BLR
29.0752, 2015, Jun Average, Belarus, BLR
70.4152, 2015, Jul Average, Belarus, BLR
9.324, 2015, Aug Average, Belarus, BLR
75.2522, 2015, Sep Average, Belarus, BLR
22.4445, 2015, Oct Average, Belarus, BLR
72.252, 2015, Nov Average, Belarus, BLR
41.8231, 2015, Dec Average, Belarus, BLR
49.1414, 2016, Jan Average, Belarus, BLR
53.9531, 2016, Feb Average, Belarus, BLR
43.9329, 2016, Mar Average, Belarus, BLR
50.4006, 2016, Apr Average, Belarus, BLR
53.5637, 2016, May Average, Belarus, BLR
42.0564, 2016, Jun Average, Belarus, BLR
123.22, 2016, Jul Average, Belarus, BLR
49.8312, 2016, Aug Average, Belarus, BLR
24.5396, 2016, Sep Average, Belarus, BLR
104.458, 2016, Oct Average, Belarus, BLR
55.1826, 2016, Nov Average, Belarus, BLR
48.6336, 2016, Dec Average, Belarus, BLR
